7	1	1	21.6932909063	1	0	6	8	1.80314172108	1.17097392528	0.00606585447674	0.0236869437302	-0.0794070214033	0.257228761911	2.32915663719	1.45446568727	21.1469469393	7	3.03763943369	1
7	1	2	32.4797618611	3	1	4	8	-1.80314172108	1.17097392528	0.044184533656	-0.0103316165213	-0.198871269822	0.111669301987	-1.5086376667	1.48947882652	10.5734533804	7	7.14650996033	1
7	1	3	28.8664225645	2	1	6	8	-1.80314172108	1.17097392528	-0.11346186323	0.0145529475189	-0.202701345086	0.106734216213	-1.08990037441	1.11097055674	12.5866011687	4	4.83995424918	1
7	1	4	25.1198222757	4	0	7	8	1.80314172108	1.17097392528	0.0296130198883	-0.0504643458617	0.214263051748	0.0696254968643	2.67461228371	1.29381561279	13.3097635474	6	4.23657015492	1
7	1	5	22.0397208027	4	1	6	8	-1.80314172108	1.17097392528	-0.0592451306672	0.0555556464641	-0.157897621393	0.0191475749016	-1.58863067627	1.79309391975	8.14662199119	7	6.77305833963	1
7	1	6	34.3864058479	2	2	7	8	2.11049844441	0.41023934006	0.000499302543593	0.101734930929	0.184984236956	0.0900682210922	2.0076611042	1.71199524403	10.7200586549	6	4.58641083356	1
7	1	7	41.8796199163	3	3	4	8	-2.11049844441	0.41023934006	-0.0211477106848	-0.085729370711	-0.252971380949	-0.0796783566475	-2.08273792267	0.760627437383	9.2666263903	8	1.97330527674	1
7	1	8	24.1201530893	1	0	5	8	1.80314172108	1.17097392528	0.102514133274	-0.0302729936474	-0.39853271842	-0.846611857414	2.38224720955	1.31338608265	28.7112780169	7	2.24822019048	1
7	1	9	26.1996386858	1	1	6	8	-1.80314172108	1.17097392528	0.0132926853231	-0.0198116952693	0.791333138943	-0.408605575562	2.13186168671	1.16115564108	20.0259879318	5	3.89327888204	1
7	1	10	26.8130046704	4	1	7	8	-1.80314172108	1.17097392528	0.00752050157459	-0.0622747511124	0.0901969745755	0.25478965044	-1.65250778198	2.09458529949	20.1868932701	9	2.15953897251	1
7	1	11	35.8663732944	2	0	5	8	1.80314172108	1.17097392528	-0.0182802483723	0.0398169044362	0.304003983736	-0.0100666284561	1.6292245388	2.22539532185	20.7868586637	5	2.066302322	1
7	1	12	31.5730278391	3	3	7	8	-2.11049844441	0.41023934006	-0.00731848413233	0.1059041405	0.233978405595	-0.0112870931625	-2.40480136871	0.489574223757	14.8265985292	10	2.23988972879	1
