10	2	6.46643208818
10	4	11.7729945768
10	8	20.0661909013
10	0	7.14672368265
10	5	21.0132931394
10	8	28.8263994059
10	0	8.18621774155
10	4	24.2661607529
10	8	26.5861298773
10	1	9.50642558927
10	7	22.0525816147
10	8	25.8928495597
10	1	5.85330740418
10	7	18.3996329408
10	8	22.0259516383
10	3	8.70703125458
10	5	22.3464985084
10	8	26.2930652319
10	1	7.26678542227
10	6	19.3863034356
10	8	25.4659484827
10	2	7.26662646885
10	7	24.973288494
10	8	30.439877776
10	1	5.72001763151
10	4	12.3861609054
10	8	18.1993484083
10	1	6.30653345471
10	4	14.4932585568
10	8	19.1865523649
10	3	6.04004335733
10	6	14.2932344498
10	8	18.3463014296
10	0	6.03998646257
10	6	13.0932314585
10	8	15.7331248365
10	2	6.10635508669
10	5	17.7859624776
10	8	21.6258450632
10	0	6.5328907468
10	6	15.1995671892
10	8	22.6795126641
10	3	6.21304538325
10	6	30.4527562288
10	8	36.1329498704
10	3	5.69311168618
10	7	16.6531398872
10	8	18.5995758114
10	2	5.82703991197
10	4	13.0800010792
10	8	16.3467416309
10	2	4.18654561963
10	7	12.9871156817
10	8	18.5465531157
10	0	5.67970681013
10	6	18.1194936718
10	8	20.9728670622
10	0	7.5727250012
10	7	17.471860846
10	8	22.2662604654
10	0	6.70672507863
10	5	17.0531687452
10	8	21.053102759
10	1	5.53348051677
10	4	17.6396443901
10	8	23.4798375508
10	3	5.6000259839
10	4	15.7194217028
10	8	20.7329066421
10	3	5.42673567161
10	7	13.7866326041
10	8	16.0265238119
10	2	5.5332341683
10	5	21.2399876943
10	8	28.6532360804
10	2	6.41298238843
10	5	16.3059885554
10	8	20.732644457
10	2	6.81339660579
10	4	16.7065980919
10	8	19.1599704851
10	1	7.14640606909
10	7	15.5329749159
10	8	17.7732250886
10	1	5.07975326441
10	6	15.9062001804
10	8	22.4659147564
10	3	5.39970361933
10	4	13.5195333808
10	8	22.8262319476
10	3	4.93304571172
10	5	15.8398617633
10	8	19.7330699946
10	3	5.91978365912
10	5	13.1999396446
10	8	16.6398743154
10	0	5.15940476344
10	7	14.9725726171
10	8	19.5989567142
10	3	5.72010062748
10	7	18.5998907855
10	8	20.4933597356
10	0	5.39976374009
10	4	14.2532362564
10	8	16.2532192466
10	3	5.95975281864
10	7	13.6129625046
10	8	16.0396430411
10	0	5.59993712249
10	4	14.6660297777
10	8	16.95926804
10	0	5.29315673276
10	5	15.2399615931
10	8	19.5329479348
10	0	4.95996221484
10	4	11.813669642
10	8	13.8663544884
10	3	4.9865745949
10	6	15.8925917736
10	8	20.9196255855
10	3	5.35962619344
10	6	14.8796833231
10	8	19.7063770883
10	1	4.46665376263
10	5	12.9063603717
10	8	15.3066392749
10	3	5.71980520766
10	7	13.7198970023
10	8	16.1194749816
10	2	7.02637321708
10	4	15.4263611929
10	8	23.6662159051
10	0	4.97336078374
10	6	11.7464640732
10	8	14.2529018692
10	0	4.63951656776
10	5	19.0930143689
10	8	25.8128735389
10	3	5.81315742781
10	5	14.6133354449
10	8	18.1064301708
10	1	7.24000574816
10	4	17.9865994484
10	8	25.3464881217
10	2	5.20000821166
10	7	16.0265298252
10	8	20.9462696328
10	0	4.99999618744
10	7	14.4797933008
10	8	18.7998859166
10	2	5.46647750518
10	5	14.227051559
10	8	18.3599446886
10	0	4.50627180306
10	4	12.4930114362
10	8	15.5063744488
10	1	4.9468726034
10	7	13.4663288155
10	8	16.2395590924
10	2	5.30642342552
10	4	14.6131603606
10	8	17.7865032546
10	3	5.59973194791
10	6	15.5730428751
10	8	21.6792865239
10	1	7.3732044689
10	5	14.2130849892
10	8	17.1463766777
10	3	5.32012194317
10	4	13.6668408712
10	8	18.5734358618
10	3	5.3331702732
10	6	16.746604258
10	8	22.4529089077
10	0	4.41314305741
10	7	13.2794715796
10	8	18.7194459475
10	1	5.0931671645
10	6	14.7733475864
10	8	19.9735502385
10	1	4.73319666782
10	7	10.9064820802
10	8	13.919824857
10	2	5.30668825161
10	5	21.0662959688
10	8	25.946129448
10	2	5.0000489767
10	7	14.2266738225
10	8	19.1863695218
10	1	4.9064647771
10	7	12.9863595505
10	8	16.1326983959
10	2	5.19990028697
10	6	12.1862305101
10	8	14.9328673215
10	2	5.33311660413
10	6	12.0534162711
10	8	17.0665493572
10	0	4.79998123049
10	6	9.78634605994
10	8	12.5597033244
10	2	5.49339210537
10	4	11.4398086683
10	8	15.0930237537
10	1	7.62657469606
10	4	16.6932947385
10	8	23.2528253248
10	0	4.71995683012
10	5	13.2000208224
10	8	17.9730971308
10	2	5.05322916254
10	4	10.9331063395
10	8	14.7730370097
10	1	4.85286022433
10	6	16.3730355433
10	8	21.3063122748
10	3	5.07989594652
10	5	12.4400104405
10	8	15.8797862622
10	3	5.58664666541
10	5	14.4264345113
10	8	17.8662355544
10	0	4.78646278284
10	7	18.6798581142
10	8	24.3332289279
10	2	5.29341322107
10	7	15.6664200236
10	8	21.8531218244
10	1	4.81335245477
10	5	14.173102703
10	8	19.8260116107
10	2	6.09295248821
10	6	14.3063847134
10	8	18.2531640558
10	1	4.54673329843
10	6	14.6533007213
10	8	21.1864759802
10	1	7.07981207026
10	4	15.1860982437
10	8	20.892652176
