1,1,1,0.04,-0.912,2.143,154.209,1
1,1,1,0.146,-0.918,2.135,153.173,1
1,1,1,0.24,-0.929,2.129,152.347,1
1,1,1,0.347,-0.941,2.124,151.044,1
1,1,1,0.44,-0.943,2.122,148.708,1
1,1,1,0.546,-0.942,2.122,145.168,1
1,1,1,0.64,-0.937,2.123,143.244,1
1,1,1,0.747,-0.933,2.122,142.279,1
1,1,1,0.84,-0.93,2.122,141.153,1
1,1,1,0.946,-0.92,2.126,139.453,1
1,1,1,1.04,-0.911,2.132,138.655,1
1,1,1,1.146,-0.901,2.138,138.572,1
1,1,1,1.24,-0.894,2.14,138.04,1
1,1,1,1.346,-0.882,2.136,136.48,1
1,1,1,1.466,-0.872,2.123,135.017,1
1,1,1,1.546,-0.872,2.116,134.732,1
1,1,1,1.667,-0.876,2.105,134.661,1
1,1,1,1.747,-0.88,2.096,134.931,1
1,1,1,1.866,-0.886,2.08,135.489,1
1,1,1,1.946,-0.883,2.069,136.436,1
1,1,1,2.053,-0.867,2.049,137.994,1
1,1,1,2.147,-0.845,2.032,137.915,1
1,1,1,2.253,-0.805,2.008,136.37,1
1,1,1,2.346,-0.744,1.981,133.913,1
1,1,1,2.453,-0.666,1.95,133.809,1
1,1,1,2.546,-0.602,1.922,133.758,1
1,1,1,2.653,-0.52,1.886,132.665,1
1,1,1,2.747,-0.446,1.844,133.645,1
1,1,1,2.853,-0.379,1.79,135.092,1
1,1,1,2.947,-0.33,1.745,135.509,1
1,1,1,3.053,-0.263,1.68,135.829,1
1,1,1,3.147,-0.187,1.596,135.527,1
1,1,1,3.253,-0.107,1.505,135.189,1
1,1,1,3.347,-0.05,1.444,135.487,1
1,1,1,3.453,0.025,1.376,135.378,1
1,1,1,3.547,0.111,1.309,134.925,1
1,1,1,3.653,0.206,1.242,135.303,1
1,1,1,3.746,0.282,1.195,137.047,1
1,1,1,3.853,0.383,1.132,138.797,1
1,1,1,3.946,0.491,1.065,137.906,1
1,1,1,4.053,0.59,0.989,137.783,1
1,1,1,4.146,0.658,0.929,137.864,1
1,1,1,4.253,0.742,0.847,137.767,1
1,1,1,4.373,0.858,0.72,136.155,1
1,1,1,4.453,0.923,0.647,136.094,1
1,1,1,4.573,0.999,0.567,135.854,1
1,1,1,4.653,1.064,0.509,135.34,1
1,1,1,4.76,1.154,0.433,134.65,1
1,1,1,4.853,1.251,0.358,134.965,1
1,1,1,4.96,1.346,0.29,135.789,1
1,1,1,5.053,1.425,0.236,135.332,1
1,1,1,5.16,1.526,0.164,135.404,1
1,1,1,5.253,1.611,0.085,136.439,1
1,1,1,5.36,1.684,0.012,136.526,1
1,1,1,5.453,1.741,-0.045,134.888,1
1,1,1,5.56,1.813,-0.119,131.4,1
1,1,1,5.653,1.881,-0.191,129.689,1
1,1,1,5.76,1.935,-0.248,128.213,1
1,1,1,5.853,1.972,-0.282,127.528,1
1,1,2,5.96,2.015,-0.32,127.026,1
1,1,2,6.053,2.05,-0.344,126.681,1
1,1,2,6.16,2.078,-0.35,122.924,1
1,1,2,6.253,2.106,-0.345,116.049,1
1,1,2,6.36,2.141,-0.315,99.865,1
1,1,2,6.453,2.166,-0.266,78.564,1
1,1,2,6.56,2.171,-0.224,56.275,1
1,1,2,6.653,2.162,-0.196,39.216,1
1,1,2,6.76,2.135,-0.169,20.007,1
