1,2,1,0,-0.923,2.089,152.608
1,2,1,0.16,-0.929,2.09,153.206
1,2,1,0.266,-0.932,2.092,153.797
1,2,1,0.373,-0.935,2.095,153.888
1,2,1,0.52,-0.936,2.099,152.97
1,2,1,0.6,-0.934,2.101,151.884
1,2,1,0.707,-0.929,2.104,149.599
1,2,1,0.813,-0.921,2.109,146.3
1,2,1,0.92,-0.909,2.116,141.123
1,2,1,1.026,-0.893,2.126,133.865
1,2,1,1.133,-0.875,2.14,126.258
1,2,1,1.24,-0.858,2.149,120.487
1,2,1,1.346,-0.856,2.154,118.548
1,2,1,1.453,-0.857,2.154,119.837
1,2,1,1.56,-0.861,2.152,121.574
1,2,1,1.666,-0.864,2.151,122.883
1,2,1,1.773,-0.864,2.15,123.734
1,2,1,1.893,-0.863,2.153,122.737
1,2,1,1.973,-0.861,2.157,121.671
1,2,1,2.08,-0.858,2.161,121.215
1,2,1,2.186,-0.855,2.164,121.02
1,2,1,2.293,-0.85,2.166,120.833
1,2,1,2.4,-0.845,2.166,120.631
1,2,1,2.506,-0.838,2.165,121.065
1,2,1,2.613,-0.831,2.161,122.043
1,2,1,2.72,-0.821,2.155,122.383
1,2,1,2.826,-0.806,2.149,123.044
1,2,1,2.933,-0.786,2.14,124.386
1,2,1,3.053,-0.755,2.121,125.065
1,2,1,3.16,-0.721,2.097,124.273
1,2,1,3.24,-0.69,2.072,122.617
1,2,1,3.346,-0.654,2.035,120.804
1,2,1,3.453,-0.611,1.977,120.111
1,2,1,3.56,-0.573,1.918,120.184
1,2,1,3.666,-0.531,1.871,120.202
1,2,1,3.773,-0.477,1.822,119.967
1,2,1,3.88,-0.417,1.774,120.417
1,2,1,3.986,-0.354,1.733,120.361
1,2,1,4.093,-0.273,1.692,119.869
1,2,1,4.2,-0.187,1.648,119.362
1,2,1,4.293,-0.124,1.61,119.441
1,2,1,4.413,-0.028,1.542,120.555
1,2,1,4.533,0.05,1.485,118.961
1,2,1,4.613,0.103,1.44,117.767
1,2,1,4.72,0.167,1.383,117.162
1,2,1,4.826,0.243,1.326,117.214
1,2,1,4.933,0.324,1.271,117.499
1,2,1,5.04,0.4,1.224,118.051
1,2,1,5.146,0.488,1.178,118.598
1,2,1,5.253,0.579,1.138,117.958
1,2,1,5.36,0.655,1.096,117.828
1,2,1,5.466,0.731,1.043,118.227
1,2,1,5.573,0.803,0.989,117.154
1,2,1,5.666,0.866,0.939,116.343
1,2,1,5.773,0.934,0.889,115.9
1,2,1,5.88,1.005,0.846,116.208
1,2,1,5.986,1.07,0.808,116.981
1,2,1,6.093,1.142,0.77,119.102
1,2,1,6.2,1.217,0.742,120.417
1,2,1,6.306,1.283,0.718,121.127
1,2,1,6.413,1.349,0.687,122.627
1,2,1,6.52,1.408,0.652,123.743
1,2,1,6.64,1.458,0.619,124.088
1,2,1,6.72,1.498,0.591,123.519
1,2,1,6.826,1.55,0.552,122.292
1,2,1,6.933,1.599,0.513,121.933
1,2,1,7.04,1.641,0.482,122.464
1,2,1,7.146,1.686,0.448,124.257
1,2,2,7.255,1.729,0.419,126.43
1,2,2,7.36,1.768,0.398,127.785
1,2,2,7.466,1.809,0.379,129.053
1,2,2,7.573,1.842,0.355,131.684
1,2,2,7.68,1.861,0.329,135.963
1,2,2,7.8,1.862,0.288,146.858
1,2,2,7.88,1.844,0.261,156.553
1,2,2,7.986,1.816,0.233,168.413
1,2,2,8.093,1.786,0.214,178.833
1,2,2,8.2,1.76,0.203,-170.144
1,2,2,8.306,1.74,0.201,-158.804
1,2,2,8.413,1.721,0.204,-146.677
1,2,2,8.52,1.705,0.216,-133.553
1,2,2,8.626,1.693,0.233,-120.093
1,2,2,8.733,1.684,0.26,-106.606
1,2,2,8.84,1.681,0.281,-98.462
1,2,2,8.946,1.68,0.291,-94.95
1,2,2,9.066,1.678,0.297,-93.185
1,2,2,9.146,1.676,0.303,-90.863
1,2,2,9.253,1.675,0.315,-88.489
1,2,2,9.36,1.673,0.315,-92.482
1,2,2,9.466,1.675,0.288,-106.457
1,2,2,9.573,1.697,0.237,-127.921
1,2,2,9.679,1.745,0.191,-152.471
1,2,2,9.786,1.817,0.161,-176.21
1,2,2,9.893,1.89,0.161,163.188
1,2,2,9.986,1.939,0.178,148.018
1,2,2,10.093,1.971,0.199,137.551
1,2,2,10.2,1.994,0.219,127.617
1,2,2,10.306,2.011,0.243,115.969
1,2,2,10.413,2.029,0.275,101.537
