11	1	2	0	-174.954902649
11	2	1	28.2892756531	-2.46060943604
11	3	1	164.250634149	-125.598114014
11	4	2	33.2269683654	-77.9923429489
11	5	4	164.394277783	-17.0047073364
11	6	3	166.047060382	-6.16976165771
11	7	4	166.248178731	19.8546600342
11	8	3	21.766308629	15.6687393188
11	9	1	22.2930071199	130.565643311
11	10	2	31.6491637388	-115.311332703
11	11	2	34.2716351117	-11.1921691895
11	12	1	167.076754843	111.280075073
11	13	4	146.0687878	37.1477584839
11	14	3	33.3951148523	-38.5825653076
11	15	3	144.249488913	1.53206634521
11	16	4	161.666059165	135.622955322
11	17	1	167.250509149	16.7280807495
11	18	2	169.809029035	-156.545326233
11	19	2	147.606038386	-50.6508293152
11	20	1	146.175846968	-46.5920600891
11	21	3	165.537623234	-137.587425232
11	22	3	42.2454570853	-158.119049072
11	23	4	145.814778055	-34.098274231
11	24	4	137.846829186	170.035308838
11	25	2	27.5743401213	-161.351325989
11	26	2	23.5740519681	-1.78964996338
11	27	1	168.868923989	53.1418609619
11	28	1	16.6899602882	-20.4546279907
11	29	3	151.021891221	-148.051605225
11	30	4	36.7913985436	-113.823791504
11	31	4	36.7637500954	-33.9523544312
11	32	3	158.477798737	161.356452942
11	33	2	167.10545756	-169.110473633
11	34	2	36.8762750999	21.931098938
11	35	1	24.7143132453	125.931427002
11	36	1	21.1403264037	71.0632324219
11	37	4	23.9233986977	173.128723145
11	38	4	32.0301701103	-173.413963318
11	39	3	145.177346633	39.873916626
11	40	3	25.0572685382	-151.203037262
