19	1	2	0	179.078804016
19	2	2	35.345834688	-29.1269493103
19	3	1	21.5726318597	147.359008789
19	4	1	148.64084373	138.693130493
19	5	4	38.2008220454	11.7680664063
19	6	4	22.0402248521	-174.208320618
19	7	3	146.761168832	23.0409545898
19	8	3	146.110015714	-105.803290367
19	9	1	163.642444878	171.530067444
19	10	2	144.820284651	24.5188980103
19	11	2	140.922898076	42.2135009766
19	12	1	161.328806729	24.2801895142
19	13	3	27.2353894221	24.1493148804
19	14	4	26.7914175635	19.6374511719
19	15	4	33.5205022257	1.21000671387
19	16	3	143.886387665	158.540000916
19	17	2	167.456444616	9.56433105469
19	18	1	167.54490495	123.314575195
19	19	2	169.058274125	38.339630127
19	20	1	162.579934947	14.6036758423
19	21	4	20.3858185881	3.85208129883
19	22	3	167.309695972	179.874427795
19	23	4	32.1267411996	-156.629737854
19	24	3	31.2284567355	25.5101776123
19	25	2	29.235635397	-174.278160095
19	26	1	23.7800044418	-130.791904449
19	27	1	29.4734133066	86.4030609131
19	28	2	149.130824668	158.864768982
19	29	3	147.059285371	37.7372207642
19	30	3	163.334450582	177.533195496
19	31	4	28.6952312364	161.059623718
19	32	4	151.335177895	-169.776412964
19	33	1	171.57892201	70.9403533936
19	34	2	131.241535303	-173.124649048
19	35	1	149.804495445	-71.7656154633
19	36	2	-176.165499176	-178.844680786
19	37	4	43.3797519726	-148.821880341
19	38	3	39.8084449133	32.7952728271
19	39	3	137.844798885	-164.462684631
19	40	4	150.987952255	45.5473327637
