13	1	2	0	-105.096083641
13	2	1	166.276464289	-170.524887085
13	3	2	138.649055442	-32.8705596924
13	4	1	28.0373680287	173.175117493
13	5	4	145.469573157	7.62753295898
13	6	3	24.8560034017	-92.1684260368
13	7	4	145.950873978	-106.579660416
13	8	3	35.6505346968	-111.139715195
13	9	1	32.2416869898	28.3553771973
13	10	2	16.2866715797	2.03256225586
13	11	2	168.261175611	-144.647018433
13	12	1	34.6602872734	97.259185791
13	13	3	165.073220057	-154.742164612
13	14	3	169.204241264	45.1908721924
13	15	4	33.4227309226	-140.451782227
13	16	4	171.477686901	-41.8328742981
13	17	2	138.287100001	-146.214206696
13	18	1	148.269803749	-119.23327446
13	19	2	33.1362154784	5.75350189209
13	20	1	33.0722244922	69.4943847656
13	21	4	32.6078062972	-167.121070862
13	22	4	145.383739939	50.7308807373
13	23	3	169.650038122	64.8025512695
13	24	3	23.863208694	54.1862335205
13	25	2	168.803406543	-127.873901367
13	26	1	141.682102473	169.568878174
13	27	2	170.237315983	-131.753540039
13	28	1	30.4018286502	114.109817505
13	29	3	160.616097816	50.6517944336
13	30	4	143.53233736	-104.329479218
13	31	4	28.301669535	8.31633758545
13	32	3	141.452045159	-175.208839417
13	33	2	167.569775203	9.12726593018
13	34	1	164.636941883	-153.875419617
13	35	2	141.578862809	-156.226364136
13	36	1	144.333323539	131.801757813
13	37	4	27.4210076964	157.648902893
13	38	3	168.289112905	-151.531360626
13	39	3	148.981706463	-133.047840118
13	40	4	25.2388163029	-160.124641418
