2	19	1	1	23.48129241	2	0	5	8	1.99	1.592	1.803141721	1.170973925	-0.041359767	-0.105035354	0.233233254	-0.018171072	0.033290493	2.067101836	26.56365001	1
2	19	1	2	19.68157624	2	2	6	8	0.3	0.142037079	2.110498444	0.91023934	-0.077603941	0.031868051	-0.263873708	0.034021348	1.77800076	0.766413033	10.54912092	1
2	19	1	3	35.38170135	1	1	6	8	0.61	1.056182378	-1.803141721	1.170973925	0.00155957	0.107009087	0.566878217	-0.165414929	-2.362887573	1.026596487	15.81529676	1
2	19	1	4	29.03119086	1	0	7	8	0.98	1.465114563	1.803141721	1.170973925	0.072329315	-0.042215193	0.034094858	-0.320304215	2.571044254	1.827491403	34.09774636	1
2	19	1	5	26.11440062	4	2	6	8	0.42	-99	2.110498444	0.91023934	0.063499231	-0.026284582	-0.139904571	-0.052812636	2.562677431	0.715833917	24.14856758	1
2	19	1	6	27.44774213	4	1	7	8	0.56	-99	-1.803141721	1.170973925	-0.019666682	0.01673826	0.17106283	-0.118971407	-1.571340036	1.698369861	22.3654016	1
2	19	1	7	24.99791853	3	1	6	8	4.42	-99	-1.803141721	1.170973925	0.002449209	0.182360471	0.022592592	0.12860024	2.6230896	1.476244807	29.14797449	1
2	19	1	8	19.79826706	3	3	5	8	0.64	-99	-2.110498444	0.41023934	-0.005354337	0.019819116	0.178547736	-0.243373811	-2.200079632	1.067997158	17.11544293	1
2	19	1	9	27.44772454	1	1	7	8	0.15	0.315710221	-1.803141721	1.170973925	0.089206087	-0.002459185	0.312945653	-0.260218322	-1.676997614	1.016757309	14.44885141	2
2	19	1	10	32.44733035	2	1	6	8	3.85	3.08	-1.803141721	1.170973925	0.01396227	0.0847066	0.003813255	-0.200255692	2.024824905	1.848021865	23.86547765	2
2	19	1	11	32.78318088	2	3	4	8	1.37	0.882303444	-2.110498444	0.41023934	0.031502812	0.003728552	-0.197981429	-0.221666396	-1.794145536	1.763223648	13.01581974	2
2	19	1	12	23.46455604	1	0	5	8	0.88	1.367654968	1.803141721	1.170973925	0.044642805	-0.066315437	-0.740611029	-0.2276178	2.258745837	1.892206788	28.29836997	2
2	19	1	13	17.44838678	3	2	6	8	0.79	-99	2.110498444	0.91023934	-0.049811838	0.104177998	-0.12009598	-0.08676523	2.383120108	1.744531512	13.9160892	2
