2	6	1	1	29.4809253	2	0	6	8	1.34	0.853189696	1.803141721	1.170973925	-0.013691966	-0.001880508	-0.100098085	-0.057759523	0.904621172	2.182798624	11.83150498	1
2	6	1	2	23.83101404	2	3	7	8	0.23	0.107234334	-2.110498444	0.41023934	0.019586377	-0.049922049	0.094038251	-0.034609735	-2.263500166	0.518663632	8.599189959	1
2	6	1	3	35.19597397	1	2	7	8	1.58	1.89692232	2.110498444	0.91023934	0.02591742	0.016285896	-0.28785069	-0.039559841	3.156788635	2.144504786	16.48216486	1
2	6	1	4	35.96385283	1	0	5	8	0.59	1.029958353	1.803141721	1.170973925	0.015503163	-0.058645109	-0.489886475	-0.339537978	1.358273673	0.735024497	8.881720011	1
2	6	1	5	27.03122309	3	0	4	8	1.5	-99	1.803141721	1.170973925	0.070262105	0.017368922	0.016793954	-0.075985193	2.137085128	2.670579195	11.76603561	1
2	6	1	6	37.04709627	4	2	7	8	0.79	-99	2.110498444	0.91023934	0.044238878	-0.034037575	0.120886016	-0.037605643	2.476818371	0.145386904	11.48229865	1
2	6	1	7	31.18315187	3	1	4	8	0.38	-99	-1.803141721	1.170973925	-0.016029499	0.249760182	-0.154022586	-0.085575819	-2.110006762	1.668972611	12.36580263	1
2	6	1	8	18.49832638	4	3	7	8	0.8	-99	-2.110498444	0.41023934	0.007008814	0.055199551	0.147952753	-0.053091824	-2.155155134	1.269473851	14.7380098	1
2	6	1	9	35.57425865	2	2	7	8	1.01	0.575016235	2.110498444	0.91023934	0.006510295	0.074079417	0.12897076	-0.048784077	1.96013515	-0.014673948	6.899429164	2
2	6	1	10	20.79819707	1	3	5	8	1.01	1.492682626	-2.110498444	0.41023934	-0.004256666	0.001343054	-0.627815914	-0.054153204	-3.085738373	0.69436954	15.73161019	2
2	6	1	11	22.84814267	2	0	5	8	4.24	3.392	1.803141721	1.170973925	0.044347162	-0.035325702	0.121078882	-0.149891675	-2.326092434	0.352983326	24.93146828	2
2	6	1	12	30.09752326	1	2	4	8	0.8	1.28311936	2.110498444	0.91023934	-0.017562651	0.038685587	0.554162222	-0.04793936	2.475611734	0.245573729	10.53270715	2
2	6	1	13	31.76382078	3	2	7	8	0.38	-99	2.110498444	0.91023934	0.003465827	-0.192153727	0.139012221	-0.059813797	2.089795041	1.101398468	8.566057938	2
2	6	1	14	19.31504001	4	1	5	8	1.59	-99	-1.803141721	1.170973925	-0.007522118	-0.05501355	0.219818789	-0.118597329	-2.926554871	2.255652785	12.11583696	2
2	6	1	15	29.44736977	3	0	5	8	0.78	-99	1.803141721	1.170973925	0.039971408	0.00286915	0.134189102	-0.144312799	2.288784432	0.521658847	10.14924123	2
2	6	1	16	21.76482061	4	3	4	8	0.86	-99	-2.110498444	0.41023934	-0.161648883	0.033651448	-0.133181375	-0.060123026	-3.054307175	0.077381849	14.26590608	2
2	6	1	17	25.96414835	2	3	4	8	0.89	0.488951725	-2.110498444	0.41023934	0.015446192	0.00852645	-0.102332276	-0.046326816	-2.506312323	-0.371672809	7.799546607	3
2	6	1	18	27.89743928	1	1	6	8	0.59	1.029958353	-1.803141721	1.170973925	-0.027332668	0.067624602	0.138656038	0.438105393	-2.41549654	1.108052433	10.34922913	3
2	6	1	19	19.98159403	1	1	5	8	1.43	1.809755412	-1.803141721	1.170973925	0.030688219	-0.073684378	0.027654994	0.184846699	-2.711704922	0.007476628	16.0492034	3
2	6	1	20	20.06497217	2	3	5	8	1.14	0.676451147	-2.110498444	0.41023934	-0.02960918	0.047129503	0.018972027	-0.106091976	-3.273899508	0.285570517	9.168610094	3
