20	1	1	0	43.0600128174
20	2	2	17.7326593421	-177.354522705
20	3	1	26.5908505152	126.089859009
20	4	2	25.1220867345	-4.28839111328
20	5	4	31.7636724845	-3.33807373047
20	6	3	33.4100519987	179.84173584
20	7	3	150.463082189	-172.37600708
20	8	4	28.0612430731	-154.966072083
20	9	2	145.300246129	117.844223022
20	10	1	171.002652871	72.0129241943
20	11	2	15.2000977476	21.4896087646
20	12	1	167.663844684	2.99014282227
20	13	4	141.516907639	37.790222168
20	14	4	25.9209311689	3.35522460938
20	15	3	33.714203995	18.4828567505
20	16	3	37.0458182766	163.277954102
20	17	2	164.660000804	-142.293926239
20	18	1	154.019155827	29.3399810791
20	19	2	30.4997688164	-175.269309998
20	20	1	31.2995622287	-18.2035598755
20	21	4	154.631302017	164.360275269
20	22	3	27.006292218	170.827835083
20	23	4	170.76046852	27.9017562866
20	24	3	163.884430177	39.8581237793
20	25	2	31.2919748538	24.0346450806
20	26	1	27.2854132172	14.9342498779
20	27	2	166.819689184	40.8420715332
20	28	1	26.3147004737	-165.571060181
20	29	3	40.4930782565	22.3693084717
20	30	4	140.271937304	32.0022583008
20	31	3	144.658750766	29.6917800903
20	32	4	28.0928462169	-161.951881409
20	33	2	149.658339221	31.7426300049
20	34	1	137.67574131	95.0877380371
20	35	2	150.369446061	29.4475860596
20	36	1	143.205664237	-127.210956573
20	37	3	172.518764039	41.3660430908
20	38	3	139.070317093	41.5727386475
20	39	4	27.5518553521	130.054611206
20	40	4	166.218998169	43.3505401611
