2	20	2	1	26.18160951	1	2	5	8	1.15	1.611934048	2.110498444	0.91023934	0.030465372	-0.000536279	-0.31336267	0.124885798	2.117564726	2.064067245	19.48197926	1
2	20	2	2	35.61475044	2	0	5	8	1.4	0.912200613	1.803141721	1.170973925	-0.005862741	0.049546731	-0.293956351	0.173725665	0.990833867	2.372258425	18.04870169	1
2	20	2	3	25.49810359	1	2	4	8	0.61	1.056182378	2.110498444	0.91023934	-0.007025276	-0.000391362	0.267294328	0.048855662	2.303498077	1.488798916	17.5158751	1
2	20	2	4	23.94824344	2	2	6	8	0.44	0.215094166	2.110498444	0.91023934	-0.073574265	-0.035185838	0.361272144	-0.162424505	1.762016702	1.228025258	13.12068868	1
2	20	2	5	21.91412181	4	0	6	8	0.47	-99	1.803141721	1.170973925	-0.007781946	0.059330252	-0.211238933	-0.093309045	1.395203161	0.973821282	10.68347927	1
2	20	2	6	22.11509832	3	1	5	8	0.22	-99	-1.803141721	1.170973925	-0.130475731	0.007110248	-0.001121205	0.083086044	-1.748780441	1.311230659	11.58268782	1
2	20	2	7	26.3147248	3	2	7	8	1.47	-99	2.110498444	0.91023934	-0.02262119	0.001736733	0.3205671	-0.030143917	3.216229248	1.869422436	33.31533774	1
2	20	2	8	16.68192069	4	1	7	8	0.49	-99	-1.803141721	1.170973925	0.080917854	0.016726639	0.132311317	-0.096428692	-1.239902806	1.305792212	14.31578705	1
2	20	2	9	19.76490348	2	3	5	8	0.76	0.40267291	-2.110498444	0.41023934	0.11562214	-0.067152531	0.082651171	0.014137387	-1.272969198	0.098650485	15.38288307	2
2	20	2	10	19.91511661	1	2	4	8	1.68	2.016	2.110498444	0.91023934	-0.037233784	-0.183629314	0.054703358	0.17817536	0.455059889	0.270049334	33.48223761	2
2	20	2	11	28.04802467	2	3	6	8	0.87	0.47523413	-2.110498444	0.41023934	-0.17433614	-0.060036965	-0.130156171	-0.121017992	-2.580842924	-0.470722735	10.89928488	2
2	20	2	12	21.03185051	1	1	5	8	0.53	0.948393677	-1.803141721	1.170973925	-0.001446939	0.047553646	-0.419195485	0.117203414	-2.28912468	1.000926256	25.031906	2
2	20	2	13	14.93220116	4	2	4	8	0.86	-99	2.110498444	0.91023934	-0.171736155	-0.039827965	-0.119957101	-0.13017863	2.187543321	0.03858009	15.91559223	2
2	20	2	14	19.09871646	4	0	4	8	1.18	-99	1.803141721	1.170973925	-0.017822786	-0.028444519	-0.193530869	-0.177908242	2.025318789	-0.01485455	14.38240854	2
2	20	2	15	18.94853502	3	0	4	8	0.41	-99	1.803141721	1.170973925	-0.10473203	0.044871177	-0.173051429	-0.196749806	1.938808012	0.879590333	10.09981875	2
2	20	2	16	18.14850801	3	3	5	8	0.36	-99	-2.110498444	0.41023934	-0.029092947	0.085709386	0.219238016	-0.151124299	-1.852951479	0.729497984	12.03247249	2
2	20	2	17	19.16514576	2	1	7	8	0.28	0.131981707	-1.803141721	1.170973925	-0.010504895	-0.060900423	0.218737426	0.119654566	-1.556450319	1.239239693	12.78293108	3
2	20	2	18	33.44748878	1	0	7	8	0.99	1.474386744	1.803141721	1.170973925	-0.046792997	0.003576745	-0.351208341	-0.066883862	0.98731302	0.550396856	24.79841278	3
2	20	2	19	26.79807792	2	0	7	8	0.31	0.147099098	1.803141721	1.170973925	-0.134032627	-0.086795186	0.074203509	0.114477634	1.353984761	1.063097775	10.96609666	3
2	20	2	20	36.41409388	1	1	6	8	0.15	0.315710221	-1.803141721	1.170973925	-0.068064332	-0.05344961	0.399159099	0.0409953	-1.736899805	1.201490462	22.34868805	3
