33	1	2	0	-10.6426849365
33	2	2	144.54085513	-165.412971497
33	3	1	148.223851582	-5.24781036377
33	4	1	135.006867183	-38.9093551636
33	5	3	18.6860179922	-135.590370178
33	6	3	21.8459325461	-13.7148895264
33	7	4	145.319362113	20.356842041
33	8	4	33.4386379703	-12.1834945679
33	9	1	165.889436141	45.4386444092
33	10	2	30.871338355	-151.940597534
33	11	1	36.896436269	178.487091064
33	12	2	171.915677592	40.6137695313
33	13	4	34.8286865658	3.06147766113
33	14	3	167.970326918	3.65315246582
33	15	3	146.430551232	-5.05264282227
33	16	4	164.956791296	-174.136024475
33	17	1	39.0093944878	59.6761627197
33	18	2	39.6748312589	-175.45464325
33	19	1	35.9121742321	88.9902954102
33	20	2	153.85816279	-40.5470352173
33	21	4	165.469255797	-149.01638031
33	22	3	25.879908747	167.146469116
33	23	4	32.0900831138	-170.259849548
33	24	3	39.1190665579	-158.691139221
33	25	1	169.751892209	38.9761047363
33	26	2	29.8323387556	158.924987793
33	27	2	170.916824194	22.9547195435
33	28	1	22.783484718	-161.237800598
33	29	3	153.533482123	31.6561889648
33	30	4	25.1576172658	-145.72858429
33	31	4	24.0423196114	13.8149185181
33	32	3	146.888456782	-171.201034546
33	33	1	35.2348036377	-92.118088007
33	34	1	-177.18148872	75.4909057617
33	35	2	31.1515502625	-138.527427673
33	36	2	27.1038878979	7.91954803467
33	37	3	164.640874855	27.8423995972
33	38	4	34.5329869079	-170.393783569
33	39	3	147.262136863	-169.285499573
33	40	4	167.776741051	25.3910522461
