6	1	41	165.489677429
6	2	31	-34.7186050415
6	3	21	129.481678009
6	4	1	-6.52942657471
6	5	42	97.1061134338
6	6	22	125.605686188
6	7	32	-84.2657318115
6	8	21	-154.076919556
6	9	41	8.76053619385
6	10	1	43.3017044067
6	11	31	-0.000450134277344
6	12	32	103.434942245
6	13	22	100.676364899
6	14	42	-69.1560974121
6	15	21	31.2773742676
6	16	1	-22.1991958618
6	17	31	-156.112571716
6	18	41	-31.8801651001
6	19	32	96.8271579742
6	20	42	-113.326293945
6	21	22	92.0001797676
6	22	21	-161.431083679
6	23	41	-164.207359314
6	24	31	-164.197341919
6	25	1	58.4636230469
6	26	22	101.329043388
6	27	42	-103.079559326
6	28	32	-129.060012817
6	29	21	-20.2019042969
6	30	1	-50.2514343262
6	31	31	172.571022034
6	32	41	-139.724517822
6	33	32	-74.1984405518
6	34	42	-72.1448974609
6	35	22	59.4512557983
6	1	21	-24.4310150146
6	2	31	-11.5783615112
6	3	41	-171.638381958
6	4	1	-77.7626342773
6	5	32	-76.9426727295
6	6	42	74.0669250488
6	7	22	-113.524536133
6	8	41	-0.0344314575195
6	9	31	-123.780883789
6	10	21	-9.27507781982
6	11	1	11.0582427979
6	12	22	-25.5697860718
6	13	32	73.3808860779
6	14	42	-69.6141662598
6	15	41	1.57640838623
6	16	21	8.83585357666
6	17	31	-18.5101470947
6	18	22	104.633110046
6	19	32	-94.6614990234
6	20	1	145.25082016
6	21	42	98.0388288498
6	22	41	-6.45896911621
6	23	21	-139.676528931
6	24	31	-161.560585022
6	25	32	-79.2769775391
6	26	1	-175.10067749
6	27	42	79.2675743103
6	28	22	76.5887098312
6	29	21	-154.732704163
6	30	41	146.766601563
6	31	31	-9.5707244873
6	32	22	-68.6657562256
6	33	32	135.627826691
6	34	42	149.945812225
6	35	1	-116.338287354
