19	1	21	-33.886932373
19	2	41	-157.812301636
19	3	31	177.046775818
19	4	42	29.5285377502
19	5	1	-142.612892151
19	6	32	-99.0002746582
19	7	22	53.3032989502
19	8	41	-20.6693267822
19	9	1	-146.776741028
19	10	31	-154.433586121
19	11	21	-167.529518127
19	12	42	77.1436033249
19	13	32	94.421394825
19	14	22	92.4503803253
19	15	41	-161.769927979
19	16	1	56.5208930969
19	17	21	-170.043205261
19	18	31	175.188919067
19	19	32	65.226650238
19	20	42	105.402567863
19	21	22	109.886384964
19	22	41	-33.7611999512
19	23	21	-126.111343384
19	24	31	-15.0195617676
19	25	1	-10.3664398193
19	26	32	-70.4045410156
19	27	42	-54.7428894043
19	28	22	70.1764545441
19	29	41	98.189291954
19	30	31	-10.1414871216
19	31	21	-36.7424163818
19	32	42	63.5622425079
19	33	22	78.8553857803
19	34	32	32.6193809509
19	35	1	-161.54044342
19	1	31	-171.538139343
19	2	21	-151.704612732
19	3	41	-22.3973312378
19	4	42	-92.3608398438
19	5	32	-80.982421875
19	6	1	-163.362426758
19	7	22	87.1512234211
19	8	1	30.4028091431
19	9	31	0.150054931641
19	10	21	161.352073669
19	11	41	-169.687942505
19	12	42	79.2310724258
19	13	32	73.3047351837
19	14	22	-92.4205627441
19	15	41	-150.712310791
19	16	21	-18.5668716431
19	17	31	-140.348815918
19	18	42	97.9089531898
19	19	22	-117.858093262
19	20	32	-71.0614471436
19	21	1	179.489143372
19	22	31	167.914466858
19	23	41	9.53462219238
19	24	21	-17.087852478
19	25	1	-61.1426391602
19	26	32	83.9564633369
19	27	42	-140.758056641
19	28	22	-53.6314086914
19	29	31	-32.3362426758
19	30	21	174.859428406
19	31	41	-176.709465027
19	32	32	-84.2724914551
19	33	42	128.650753021
19	34	1	-102.126495361
19	35	22	-96.129486084
