21	1	31	-25.242225647
21	2	1	-125.951629639
21	3	41	179.338912964
21	4	21	-18.215637207
21	5	42	-98.3023529053
21	6	32	90.7463477254
21	7	22	-94.2112121582
21	8	31	-44.2956695557
21	9	41	-15.8687820435
21	10	21	179.842277527
21	11	32	-115.547073364
21	12	42	103.505119324
21	13	22	101.878983498
21	14	1	-109.662109375
21	15	21	-19.9235916138
21	16	31	-150.587425232
21	17	1	-76.4525756836
21	18	41	-170.056350708
21	19	32	45.6169204712
21	20	42	158.282188416
21	21	22	-86.6444702148
21	22	1	-129.011795044
21	23	21	-59.4687652588
21	24	41	-9.68202209473
21	25	31	-14.6694335938
21	26	22	46.6820602417
21	27	32	-81.8414611816
21	28	42	60.6324100494
21	29	21	-152.202140808
21	30	41	-44.4486846924
21	31	31	173.736915588
21	32	1	-49.6754455566
21	33	22	77.0597658157
21	34	42	54.2322654724
21	35	32	106.942533493
21	1	31	-19.4466552734
21	2	41	-7.23374938965
21	3	21	178.876106262
21	4	1	-89.4396362305
21	5	22	-86.7100830078
21	6	32	51.9391098022
21	7	42	61.3931503296
21	8	31	-164.418823242
21	9	21	139.71018219
21	10	1	-69.6627807617
21	11	41	-174.1199646
21	12	32	-67.4895324707
21	13	22	-69.9693603516
21	14	42	105.376378059
21	15	41	-4.9479675293
21	16	31	-177.150657654
21	17	1	-95.8746948242
21	18	21	15.2245788574
21	19	22	-103.238220215
21	20	32	83.0538015366
21	21	42	101.054452896
21	22	41	-170.779884338
21	23	31	-177.471038818
21	24	21	-165.329322815
21	25	22	-125.364303589
21	26	32	85.9187335968
21	27	1	-173.875221252
21	28	42	113.691062927
21	29	21	-21.9914627075
21	30	1	-46.5687866211
21	31	41	162.324043274
21	32	31	-20.8292007446
21	33	22	88.1021982431
21	34	42	-109.680938721
21	35	32	-87.8566131592
