13	1	31	-26.5530166626
13	2	21	-175.471443176
13	3	41	-14.8538360596
13	4	1	178.039665222
13	5	42	-99.9664611816
13	6	32	-114.75340271
13	7	22	-85.7119445801
13	8	21	-5.71694946289
13	9	41	-2.2112121582
13	10	1	16.117225647
13	11	31	0.572952270508
13	12	42	-46.6921844482
13	13	32	-82.8571472168
13	14	22	96.9090647697
13	15	41	-145.588478088
13	16	21	-156.650161743
13	17	1	-65.4921112061
13	18	31	-32.0763778687
13	19	42	-89.5778961182
13	20	22	64.4361763
13	21	32	108.933170319
13	22	41	-176.781417847
13	23	31	-160.483589172
13	24	21	-31.016784668
13	25	22	-118.741729736
13	26	1	-17.0877685547
13	27	42	60.5039710999
13	28	32	73.0014095306
13	29	41	-21.9760818481
13	30	31	-173.939819336
13	31	21	-25.3369445801
13	32	42	-116.428314209
13	33	22	120.985910416
13	34	1	151.794445038
13	35	32	78.0044765472
13	1	31	-168.915634155
13	2	1	-92.9000701904
13	3	21	-28.1494522095
13	4	41	3.80646514893
13	5	22	91.6079472303
13	6	32	-99.5430450439
13	7	42	99.1425666809
13	8	1	-115.25994873
13	9	31	-1.3550567627
13	10	41	-140.92300415
13	11	21	-175.292526245
13	12	42	133.513782501
13	13	32	-119.060455322
13	14	22	143.000377655
13	15	21	-8.46894073486
13	16	41	-163.008384705
13	17	31	-170.66784668
13	18	32	-20.9968490601
13	19	22	-119.244232178
13	20	42	82.0838499069
13	21	1	-40.3222198486
13	22	21	-4.06392669678
13	23	31	-37.3205184937
13	24	41	-29.8216323853
13	25	1	153.571712494
13	26	42	66.3428268433
13	27	32	-123.558120728
13	28	22	-86.1114196777
13	29	31	1.16641235352
13	30	1	0.198471069336
13	31	41	2.83783721924
13	32	21	-165.533363342
13	33	42	-90.6365356445
13	34	32	-91.7308502197
13	35	22	124.203083038
