2	1	31	-136.789733887
2	2	41	-34.1611404419
2	3	21	-172.28830719
2	4	1	-127.197006226
2	5	32	108.055530548
2	6	42	80.371052742
2	7	22	-133.467926025
2	8	1	168.714942932
2	9	31	12.6221237183
2	10	41	-171.189628601
2	11	21	-9.28494262695
2	12	22	92.5167827606
2	13	42	43.8931350708
2	14	32	110.569459915
2	15	21	-30.3143005371
2	16	41	-153.829650879
2	17	31	-16.0037612915
2	18	1	44.9070396423
2	19	42	-70.5544891357
2	20	32	42.8940849304
2	21	22	78.1236381531
2	22	31	172.503639221
2	23	21	-128.123214722
2	24	41	-14.9474182129
2	25	22	-64.4281463623
2	26	32	86.5770127773
2	27	42	90.26464656
2	28	1	-32.5198516846
2	29	41	-30.0042877197
2	30	21	-7.42548370361
2	31	31	-45.5225219727
2	32	1	-12.5161895752
2	33	32	-73.0139007568
2	34	42	137.139118195
2	35	22	75.0831193924
2	1	41	-157.472885132
2	2	31	-2.97520446777
2	3	21	-22.8218917847
2	4	1	-137.485336304
2	5	32	159.979820251
2	6	42	96.925652504
2	7	22	-73.2917480469
2	8	41	167.398208618
2	9	1	7.39152526855
2	10	21	-134.620742798
2	11	31	-178.3020401
2	12	22	46.6332473755
2	13	42	36.6189498901
2	14	32	-118.484085083
2	15	1	-68.750289917
2	16	31	-12.6748199463
2	17	21	-172.03540802
2	18	41	-10.4734115601
2	19	32	-110.102996826
2	20	22	-59.3439331055
2	21	42	122.560157776
2	22	31	-36.444190979
2	23	21	-13.5063323975
2	24	1	-25.6179962158
2	25	41	24.074256897
2	26	32	92.581182003
2	27	22	-116.855316162
2	28	42	72.6481170654
2	29	21	-16.2925033569
2	30	41	-26.6747512817
2	31	31	-157.255706787
2	32	1	-137.645401001
2	33	42	-132.924682617
2	34	32	-112.186569214
2	35	22	81.7522850037
