5	1	31	-10.9462127686
5	2	41	-13.5244522095
5	3	1	174.367935181
5	4	21	-26.7756576538
5	5	32	-119.25541687
5	6	42	123.251941681
5	7	22	-114.651687622
5	8	1	23.7683258057
5	9	41	-124.52911377
5	10	31	-154.422904968
5	11	21	168.165336609
5	12	32	-84.4509277344
5	13	22	136.806201935
5	14	42	71.536907196
5	15	1	-60.5113067627
5	16	31	177.852760315
5	17	21	-16.1012268066
5	18	41	-173.598899841
5	19	42	-109.679367065
5	20	22	-99.3997802734
5	21	32	84.6331663132
5	22	21	-6.25016021729
5	23	31	-29.1526107788
5	24	1	-151.15562439
5	25	41	-23.9219665527
5	26	32	75.6360855103
5	27	42	-107.9815979
5	28	22	-137.622207642
5	29	21	-159.850082397
5	30	1	110.285486221
5	31	41	-13.5255889893
5	32	31	-0.687316894531
5	33	22	77.04591465
5	34	32	-174.459106445
5	35	42	58.1912536621
5	1	31	19.0123291016
5	2	41	-156.526687622
5	3	21	-29.4525375366
5	4	42	-87.606048584
5	5	1	-133.306686401
5	6	32	65.885684967
5	7	22	-103.618041992
5	8	1	12.8611450195
5	9	31	6.98949432373
5	10	21	164.481765747
5	11	41	-35.8393707275
5	12	32	-36.210144043
5	13	22	84.9344062805
5	14	42	74.839392662
5	15	31	-25.1861801147
5	16	1	-127.517807007
5	17	21	-119.780227661
5	18	41	28.4044418335
5	19	42	-84.9401855469
5	20	32	-99.6010131836
5	21	22	103.660684586
5	22	31	-155.585144043
5	23	41	-178.925582886
5	24	21	14.1987380981
5	25	32	87.4579002857
5	26	42	-127.365722656
5	27	1	-108.353912354
5	28	22	-112.284240723
5	29	41	-5.73480987549
5	30	21	8.08592224121
5	31	31	-157.976287842
5	32	22	-95.0022888184
5	33	32	99.4148244858
5	34	42	104.553278923
5	35	1	72.3322639465
