1,4,1,0.041,0.989,2.166,-153.556
1,4,1,0.164,0.990,2.169,-153.756
1,4,1,0.259,0.993,2.171,-154.037
1,4,1,0.359,0.995,2.173,-154.281
1,4,1,0.466,0.999,2.174,-155.503
1,4,1,0.560,1.002,2.174,-155.220
1,4,1,0.660,0.997,2.177,-152.738
1,4,1,0.766,0.990,2.181,-150.347
1,4,1,0.861,0.986,2.185,-151.006
1,4,1,0.961,0.997,2.182,-162.355
1,4,1,1.067,1.033,2.174,-178.695
1,4,1,1.167,1.076,2.173,166.099
1,4,1,1.261,1.116,2.184,152.556
1,4,1,1.363,1.155,2.206,134.240
1,4,1,1.462,1.191,2.242,112.356
1,4,1,1.568,1.223,2.306,91.370
1,4,1,1.662,1.232,2.350,81.397
1,4,1,1.764,1.224,2.380,70.338
1,4,1,1.863,1.210,2.407,62.473
1,4,1,1.963,1.205,2.422,60.241
1,4,1,2.061,1.202,2.419,67.919
1,4,1,2.307,1.199,2.264,140.119
1,4,1,2.415,1.130,2.196,175.237
1,4,1,2.516,1.050,2.177,-156.475
1,4,1,2.616,0.982,2.193,-136.605
1,4,1,2.716,0.938,2.227,-119.755
1,4,1,2.811,0.911,2.264,-104.376
1,4,1,2.909,0.896,2.301,-89.488
1,4,1,3.006,0.891,2.337,-79.873
1,4,1,3.117,0.895,2.367,-68.094
1,4,1,3.217,0.904,2.396,-59.487
1,4,1,3.317,0.914,2.411,-57.292
1,4,1,3.418,0.919,2.416,-57.110
1,4,1,3.518,0.920,2.418,-57.704
1,4,1,3.618,0.919,2.420,-57.976
1,4,1,3.719,0.916,2.423,-58.658
1,4,1,3.819,0.914,2.422,-59.691
1,4,1,3.911,0.911,2.421,-60.640
1,4,1,4.012,0.910,2.418,-61.775
1,4,1,4.112,0.908,2.416,-62.673
1,4,1,4.213,0.907,2.413,-63.534
1,4,1,4.313,0.904,2.411,-63.899
1,4,1,4.414,0.901,2.411,-64.058
1,4,1,4.515,0.897,2.411,-64.487
1,4,1,4.614,0.894,2.411,-64.825
1,4,1,4.722,0.891,2.410,-65.784
1,4,1,4.815,0.888,2.408,-66.708
1,4,1,4.915,0.885,2.406,-67.983
1,4,1,5.017,0.881,2.402,-68.783
1,4,1,5.117,0.879,2.399,-69.946
1,4,1,5.215,0.878,2.394,-72.768
1,4,1,5.324,0.876,2.382,-80.247
1,4,1,5.416,0.875,2.351,-98.694
1,4,1,5.518,0.890,2.289,-122.727
1,4,1,5.618,0.914,2.244,-134.306
1,4,1,5.717,0.924,2.225,-137.327
1,4,1,5.819,0.920,2.215,-139.205
1,4,1,5.919,0.910,2.207,-140.973
1,4,1,6.018,0.894,2.201,-140.815
1,4,1,6.121,0.877,2.196,-139.225
1,4,1,6.221,0.866,2.187,-137.483
1,4,1,6.321,0.858,2.163,-135.023
1,4,1,6.426,0.864,2.133,-133.434
1,4,1,6.527,0.874,2.099,-134.202
1,4,1,6.627,0.873,2.066,-133.225
1,4,1,6.719,0.860,2.045,-130.599
1,4,1,6.829,0.836,2.020,-128.250
1,4,1,6.921,0.809,1.999,-128.192
1,4,1,7.029,0.759,1.971,-128.452
1,4,1,7.124,0.709,1.947,-128.035
1,4,1,7.224,0.654,1.913,-129.294
1,4,1,7.324,0.612,1.866,-131.567
1,4,1,7.424,0.578,1.813,-132.486
1,4,1,7.524,0.548,1.761,-130.711
1,4,1,7.624,0.525,1.709,-129.069
1,4,1,7.725,0.498,1.656,-129.165
1,4,1,7.825,0.457,1.607,-129.133
1,4,1,7.925,0.405,1.566,-129.132
1,4,1,8.026,0.344,1.530,-130.187
1,4,1,8.126,0.273,1.499,-130.543
1,4,1,8.227,0.204,1.465,-130.643
1,4,1,8.327,0.144,1.419,-131.813
1,4,1,8.426,0.093,1.368,-132.262
1,4,1,8.526,0.049,1.316,-131.478
1,4,1,8.626,0.008,1.262,-130.763
1,4,1,8.726,-0.038,1.207,-130.059
1,4,1,8.826,-0.093,1.158,-129.233
1,4,1,8.926,-0.154,1.115,-128.695
1,4,1,9.027,-0.221,1.074,-129.409
1,4,1,9.134,-0.302,1.030,-129.862
1,4,1,9.234,-0.373,0.983,-130.079
1,4,1,9.334,-0.435,0.927,-130.767
1,4,1,9.434,-0.488,0.866,-130.304
1,4,1,9.530,-0.538,0.805,-129.287
1,4,1,9.629,-0.583,0.750,-128.375
1,4,1,9.728,-0.640,0.695,-126.981
1,4,1,9.835,-0.706,0.644,-126.337
1,4,1,9.931,-0.763,0.606,-127.238
1,4,1,10.029,-0.830,0.569,-128.853
1,4,1,10.130,-0.901,0.532,-130.006
1,4,1,10.229,-0.971,0.488,-129.957
1,4,1,10.336,-1.041,0.430,-129.901
1,4,1,10.436,-1.099,0.374,-129.104
1,4,1,10.532,-1.147,0.324,-128.492
1,4,1,10.638,-1.205,0.261,-128.387
1,4,1,10.730,-1.265,0.211,-127.538
1,4,1,10.833,-1.321,0.170,-127.622
1,4,1,10.932,-1.390,0.123,-129.249
1,4,1,11.038,-1.458,0.085,-129.831
1,4,1,11.133,-1.518,0.050,-130.039
1,4,1,11.239,-1.580,-0.004,-131.769
1,4,1,11.332,-1.624,-0.057,-132.803
1,4,1,11.434,-1.658,-0.104,-130.660
1,4,1,11.533,-1.682,-0.149,-129.291
1,4,1,11.640,-1.711,-0.203,-129.249
1,4,1,11.740,-1.745,-0.243,-129.291
1,4,1,11.841,-1.776,-0.277,-132.201
1,4,1,11.934,-1.803,-0.305,-136.809
1,4,1,12.036,-1.836,-0.326,-138.583
1,4,1,12.134,-1.869,-0.349,-138.489
1,4,1,12.234,-1.895,-0.382,-137.894
1,4,1,12.333,-1.914,-0.414,-135.854
1,4,1,12.435,-1.939,-0.448,-132.588
1,4,1,12.543,-1.968,-0.477,-131.089
1,4,1,12.642,-2.006,-0.500,-129.920
1,4,1,12.737,-2.037,-0.512,-131.828
1,4,1,12.836,-2.074,-0.520,-133.298
1,4,1,12.938,-2.119,-0.520,-131.363
1,4,1,13.044,-2.171,-0.523,-127.218
1,4,1,13.137,-2.202,-0.528,-123.550
1,4,1,13.239,-2.223,-0.529,-118.390
1,4,1,13.344,-2.233,-0.527,-115.162
1,4,1,13.445,-2.239,-0.528,-114.662
1,4,1,13.539,-2.244,-0.530,-114.248
1,4,1,13.638,-2.251,-0.530,-113.723
1,4,1,13.745,-2.258,-0.530,-113.252
1,4,1,13.839,-2.264,-0.528,-112.326
1,4,1,13.945,-2.269,-0.525,-112.923
1,4,1,14.040,-2.269,-0.526,-115.582
1,4,1,14.140,-2.266,-0.531,-120.297
1,4,1,14.241,-2.257,-0.541,-128.249
1,4,1,14.341,-2.241,-0.556,-136.884
1,4,1,14.442,-2.224,-0.568,-142.666
1,4,1,14.542,-2.221,-0.569,-133.060
1,4,1,14.643,-2.252,-0.540,-109.316
