22	1	1	1	2	46.6175330218	-174.849617004
22	1	1	2	4	87.2831440964	8.90632629395
22	1	1	3	1	121.371708108	-29.6524047852
22	1	1	4	3	126.21651382	24.0848236084
22	1	2	5	1	84.8542918549	-155.327537537
22	1	2	6	2	85.304937655	158.227333069
22	1	2	7	3	83.7459117054	-33.2386398315
22	1	2	8	4	88.5400435873	14.5087966919
22	1	1	9	4	47.0335468379	-59.5648345947
22	1	1	10	1	88.407572443	31.3879547119
22	1	1	11	3	51.0468835979	5.21164703369
22	1	1	12	2	128.468426215	-14.3394927979
22	1	2	13	1	83.3793784844	-94.6184692383
22	1	2	14	4	86.2284247965	-155.803100586
22	1	2	15	2	87.4673089733	-8.02555847168
22	1	2	16	3	89.3315597204	7.75031280518
22	1	1	17	3	86.3473197976	-116.646514893
22	1	1	18	1	47.7197349849	-165.172065735
22	1	1	19	4	88.4873026152	5.34273529053
22	1	1	20	2	124.47904055	11.3445968628
22	1	2	21	4	87.7486170775	29.8666152954
22	1	2	22	3	84.5146960293	-135.491455078
22	1	2	23	2	88.3730373123	25.1843490601
22	1	2	24	1	90.6403707172	-121.779632568
22	1	1	25	1	124.592815013	-103.594726563
22	1	1	26	3	84.5448927192	-169.180961609
22	1	1	27	2	47.2392275979	41.4685630798
22	1	1	28	4	49.3212345996	22.3666915894
22	1	2	29	2	85.6698553709	-110.883544922
22	1	2	30	4	85.2124980627	-132.092559814
22	1	2	31	3	88.0705382617	23.9648895264
22	1	2	32	1	84.055837191	-85.7186737061
22	1	1	33	4	83.5571858796	-170.448425293
22	1	1	34	2	121.00605926	-129.250411987
22	1	1	35	3	89.3493257049	-17.7377243042
22	1	1	36	1	46.5801564949	-97.9033966064
22	1	2	37	2	88.7692426729	5.00870513916
22	1	2	38	3	84.3988156459	173.769386292
22	1	2	39	1	88.6641778876	-8.01264190674
22	1	2	40	4	87.6474592144	47.1276168823
22	2	1	1	4	85.6721193049	178.587249756
22	2	1	2	2	50.3381000015	-3.0797958374
22	2	1	3	1	127.341697545	36.5582504272
22	2	1	4	3	88.4559145028	29.9322509766
22	2	2	5	4	85.790639775	-169.720901489
22	2	2	6	1	85.5253617183	-96.3318328857
22	2	2	7	3	89.4044314902	7.64649963379
22	2	2	8	2	89.8986079681	-10.3797225952
22	2	1	1	2	85.2179772049	-157.613128662
22	2	1	2	3	49.862118095	20.7985229492
22	2	1	3	1	127.43772103	69.7200565338
22	2	1	4	4	121.648104292	178.823997498
22	2	2	5	3	89.7929808061	25.6684265137
22	2	2	6	4	88.6732247868	24.2625579834
22	2	2	7	2	84.9212070191	-152.083885193
22	2	2	8	1	84.3879445949	-99.575668335
22	2	1	9	4	49.2844568548	27.4267234802
22	2	1	10	1	88.8573616257	-123.916610718
22	2	1	11	2	122.856677377	-153.948135376
22	2	1	12	3	85.6471255515	-147.603210449
22	2	2	13	1	86.7608813694	153.335144043
22	2	2	14	3	88.8041257066	9.62720489502
22	2	2	15	2	89.5096361988	-1.51234436035
22	2	2	16	4	84.8803526109	-164.596069336
22	2	1	17	2	46.1779168013	-150.145729065
22	2	1	18	3	83.6085872995	157.310958862
22	2	1	19	1	124.90127043	-132.708282471
22	2	1	20	4	51.4794014662	-26.1837997437
22	2	2	21	2	84.6146470084	-153.517730713
22	2	2	22	3	84.8782872833	-160.429481506
22	2	2	23	4	88.4370882046	9.2385559082
22	2	2	24	1	91.8128307515	119.938459396
22	2	1	25	4	86.0895801887	-150.860534668
22	2	1	26	1	124.142359589	-81.4075469971
22	2	1	27	3	49.0548624071	-1.32732391357
22	2	1	28	2	127.481177228	-3.77028656006
22	2	2	29	1	85.318118538	-153.281295776
22	2	2	30	3	85.2073692399	-163.169181824
22	2	2	31	2	84.9246101307	171.070205688
22	2	2	32	4	84.8913685387	-143.698867798
