6	1	2	1	1	87.9771177058	172.317886353
6	1	2	2	4	92.0486833947	78.9055013657
6	1	2	3	2	92.2432448875	73.1655845642
6	1	2	4	3	87.2662805143	125.633460999
6	1	1	5	2	126.459320992	137.984077454
6	1	1	6	1	89.5536886356	29.2945518494
6	1	1	7	4	50.0227513851	-166.836967468
6	1	1	8	3	49.3278701547	173.819114685
6	1	2	9	2	85.602317665	142.50396347
6	1	2	10	3	91.8394390193	48.4512901306
6	1	2	11	1	94.7503120454	-31.6025085449
6	1	2	12	4	87.0974757127	125.399349213
6	1	1	13	4	133.40535991	43.0308609009
6	1	1	14	1	94.0153223016	42.7688179016
6	1	1	15	3	54.3524636621	40.7468414307
6	1	1	16	2	129.691480139	28.9679222107
6	1	2	17	3	93.6304313067	29.7492485046
6	1	2	18	4	92.7758846254	7.94385528564
6	1	2	19	2	93.8179586256	22.5328521729
6	1	2	20	1	93.0210818176	22.0871582031
6	1	1	21	4	93.683512804	20.7578735352
6	1	1	22	2	87.3231369512	167.349365234
6	1	1	23	1	136.248538919	54.5430183411
6	1	1	24	3	53.0859552923	23.2993392944
6	1	2	25	2	92.9952777703	61.2416248322
6	1	2	26	1	95.2451380995	-1.39862823486
6	1	2	27	3	93.4214464474	61.0287971497
6	1	2	28	4	87.2283942827	146.811180115
6	1	1	29	1	54.4742893454	-42.1167755127
6	1	1	30	4	86.6884579123	160.776390076
6	1	1	31	2	132.290696177	22.0093460083
6	1	1	32	3	46.5723081762	150.623428345
6	1	2	33	3	87.1875486751	147.143165588
6	1	2	34	1	89.7314488829	-46.5520019531
6	1	2	35	4	92.7166155973	41.7134933472
6	1	2	36	2	88.3365565382	161.788269043
6	1	1	37	1	136.074810874	-3.38944244385
6	1	1	38	3	93.73516548	8.46604919434
6	1	1	39	2	56.6491886523	40.0475196838
6	1	1	40	4	131.216113812	7.24184417725
6	2	2	1	2	86.8642432464	149.366802216
6	2	2	2	1	88.1122558903	-145.747528076
6	2	2	3	4	85.8218993591	159.565292358
6	2	2	4	3	85.1378531093	106.91557312
6	2	1	5	2	122.797123065	165.554656982
6	2	1	6	1	96.3323660637	27.2190666199
6	2	1	7	4	58.6939706781	13.049659729
6	2	1	8	3	123.853395936	149.167377472
6	2	2	9	4	93.4958316609	-3.63816070557
6	2	2	10	2	87.1690936048	166.194602966
6	2	2	11	1	91.3260166034	54.3135414124
6	2	2	12	3	94.8276346663	29.8321380615
6	2	1	13	3	95.2853607214	25.2676467896
6	2	1	14	2	53.4910533309	-30.4363479614
6	2	1	15	4	125.51716463	131.296199799
6	2	1	16	1	61.4054438995	14.7183837891
6	2	2	17	2	96.4746764819	22.1393203735
6	2	2	18	1	93.9187967634	77.169084549
6	2	2	19	3	87.5184147001	-164.869819641
6	2	2	20	4	88.0238228252	-161.807296753
6	2	1	21	2	95.014367915	45.8629837036
6	2	1	22	3	87.3262292536	156.096450806
6	2	1	23	4	55.3275269695	12.3991622925
6	2	1	24	1	139.698412097	85.5020136833
6	2	2	25	1	87.4676684443	-170.885398865
6	2	2	26	4	98.8040519136	43.0439758301
6	2	2	27	2	85.613844196	157.880851746
6	2	2	28	3	85.5140734967	148.654598236
6	2	1	29	4	123.371756352	160.304443359
6	2	1	30	1	90.5173687958	-138.555633545
6	2	1	31	2	44.468116761	132.294700623
6	2	1	32	3	86.5864116663	-164.749282837
6	2	2	33	2	94.4495953568	18.9132766724
6	2	2	34	1	88.9534484086	129.624595642
6	2	2	35	4	85.435420512	164.920257568
6	2	2	36	3	93.200667978	11.1220016479
6	2	1	37	1	41.3172620075	137.602767944
6	2	1	38	2	122.010007954	159.449783325
6	2	1	39	3	132.58794559	-0.568428039551
6	2	1	40	4	47.9364356501	165.211090088
