1	1	1	1	3	51.65122992	25.69947815
1	1	1	2	2	89.33252434	162.8006287
1	1	1	3	4	130.8389339	3.257698059
1	1	1	4	1	128.2048509	-13.75534821
1	1	2	5	1	88.29077419	132.3552208
1	1	2	6	3	90.7157336	47.7725296
1	1	2	7	4	88.66697273	171.4794464
1	1	2	8	2	90.62055756	50.9478035
1	1	1	9	2	51.29223078	48.18435287
1	1	1	10	4	89.1372075	174.2238617
1	1	1	11	3	129.6637934	55.62805176
1	1	1	12	1	59.04978307	39.63866043
1	1	2	13	2	88.79835738	176.0140762
1	1	2	14	1	88.56948474	-1.918609619
1	1	2	15	3	88.75442673	-171.4083405
1	1	2	16	4	90.21362851	2.01436615
1	1	1	17	3	89.10767674	-173.6051407
1	1	1	18	1	80.43280923	-130.9180298
1	1	1	19	2	128.1097745	-174.9977951
1	1	1	20	4	50.01987384	-179.0900269
1	1	2	21	4	89.80620249	167.4178543
1	1	2	22	2	89.209249	161.243927
1	1	2	23	3	88.94462249	176.771759
1	1	2	24	1	98.19122438	59.96334648
1	1	1	25	2	90.51002205	3.145500183
1	1	1	26	3	128.0865183	-160.4473724
1	1	1	27	1	48.50047579	150.0668678
1	1	1	28	4	90.75379271	27.20527649
1	1	2	29	2	90.18608635	1.332511902
1	1	2	30	3	90.24933702	17.25676727
1	1	2	31	1	86.16051801	-41.1894989
1	1	2	32	4	90.58804037	30.70807648
1	1	1	33	2	50.29497177	-173.6974564
1	1	1	34	1	141.0227514	28.43346024
1	1	1	35	4	49.9074968	-157.7511063
1	1	1	36	3	127.9156246	-160.2060776
1	1	2	37	4	89.08761595	-165.0305862
1	1	2	38	3	88.89788246	-158.8657379
1	1	2	39	2	89.28389451	-174.7702942
1	1	2	40	1	102.353521	69.85389328
1	2	1	1	2	89.62610147	-176.3069611
1	2	1	2	4	129.3401975	22.39780426
1	2	1	3	3	50.6916758	-17.29696655
1	2	1	4	1	89.44063236	-20.28688812
1	2	2	5	3	89.75380317	-19.36750793
1	2	2	6	4	89.50893809	-166.4626846
1	2	2	7	2	90.52668727	-26.45735931
1	2	2	8	1	84.95734375	-104.2712097
1	2	1	9	2	51.86175422	-12.39530182
1	2	1	10	3	129.7846083	-7.632987976
1	2	1	11	4	130.0534132	12.68680573
1	2	1	12	1	79.96540864	129.0278358
1	2	2	13	4	89.12002982	154.1889648
1	2	2	14	1	90.95099789	33.79454041
1	2	2	15	3	89.05991392	170.5512466
1	2	2	16	2	90.3962784	12.99736023
1	2	1	17	3	49.89794373	173.3943863
1	2	1	18	2	129.4971748	-1.859024048
1	2	1	19	1	79.04794612	102.6921692
1	2	1	20	4	50.02914774	-146.1262436
1	2	2	21	1	98.14617184	12.01392365
1	2	2	22	4	90.69128864	-41.55459595
1	2	2	23	2	89.35558737	-172.5355759
1	2	2	24	3	90.39804889	-4.516113281
1	2	1	25	4	90.24786985	-30.92292023
1	2	1	26	1	129.0368865	-166.7999496
1	2	1	27	2	49.5808715	-170.579895
1	2	1	28	3	129.2997179	4.030212402
1	2	2	29	2	89.97118936	-2.213386536
1	2	2	30	1	83.93547272	-174.4356155
1	2	2	31	3	90.05243317	-30.2154541
1	2	2	32	4	91.25181206	13.96194458
1	2	1	33	2	52.07847945	3.637245178
1	2	1	34	4	89.70544165	-165.522438
1	2	1	35	1	46.43036122	150.852005
1	2	1	36	3	129.6907756	-160.3577728
1	2	2	37	2	89.13978128	-141.2507019
1	2	2	38	1	88.3807113	178.2791672
1	2	2	39	4	90.68284952	-16.50728607
1	2	2	40	3	88.5316735	177.9833679
