13	1	1	1	2	87.4779104369	136.514469147
13	1	1	2	4	130.528127069	44.0028953552
13	1	1	3	1	42.3588847133	127.023075104
13	1	1	4	3	129.671277914	150.701770782
13	1	2	5	1	88.7550256767	-146.492866516
13	1	2	6	2	87.3787241434	-160.275970459
13	1	2	7	3	91.0886003338	22.7395172119
13	1	2	8	4	89.4285245269	136.204540253
13	1	1	9	1	57.3332262882	-53.6092224121
13	1	1	10	2	93.1605911522	-17.9239044189
13	1	1	11	4	55.7163159311	57.3638496399
13	1	1	12	3	93.3606597001	8.26449584961
13	1	2	13	2	92.5721856024	-1.04145812988
13	1	2	14	3	86.3593157219	164.906036377
13	1	2	15	1	97.3820867613	20.5196228027
13	1	2	16	4	93.8594511598	13.5754928589
13	1	1	17	3	130.835472656	-21.9958724976
13	1	1	18	1	94.2840516713	10.5589675903
13	1	1	19	4	56.2195403592	-52.1813659668
13	1	1	20	2	131.385414239	13.8007965088
13	1	2	21	2	91.5654588382	-37.450592041
13	1	2	22	4	87.1529189657	159.158821106
13	1	2	23	1	94.3629707955	9.78314208984
13	1	2	24	3	92.1986866986	0.52604675293
13	1	1	25	3	48.4209905464	-173.328292847
13	1	1	26	4	81.4616632517	156.211997986
13	1	1	27	2	127.828761157	139.414417267
13	1	1	28	1	98.1334332032	24.8671264648
13	1	2	29	4	90.8757990335	-38.7086181641
13	1	2	30	2	86.4616284421	160.178894043
13	1	2	31	1	87.8627040718	-173.98815918
13	1	2	32	3	87.4276512567	149.968955994
13	1	1	33	3	130.801237021	-7.75267791748
13	1	1	34	1	54.0000571954	-161.185043335
13	1	1	35	2	92.2655042239	-27.9300842285
13	1	1	36	4	125.96890598	-167.360321045
13	1	2	37	1	91.1558587202	-16.2271118164
13	1	2	38	3	92.1685234972	-24.0825653076
13	1	2	39	4	87.6596158719	-169.480171204
13	1	2	40	2	91.0448500141	52.8704376221
13	2	1	1	3	51.5830454552	133.336734772
13	2	1	2	1	95.2445842127	-31.4052124023
13	2	1	3	4	124.330827724	171.477455139
13	2	1	4	2	127.936083724	156.137481689
13	2	2	5	4	87.9761928779	143.740253448
13	2	2	6	2	90.2528861649	17.0807037354
13	2	2	7	1	102.626463831	30.744392395
13	2	2	8	3	88.5263800601	159.580696106
13	2	1	9	3	49.9915496969	146.625125885
13	2	1	10	1	84.1840446113	143.300086975
13	2	1	11	4	91.0618228851	-1.25775146484
13	2	1	12	2	53.4889257465	37.9767189026
13	2	2	13	1	87.7145275997	-119.836685181
13	2	2	14	4	90.1742169723	116.823003769
13	2	2	15	3	93.365916901	25.090423584
13	2	2	16	2	87.160140228	-177.099563599
13	2	1	17	2	130.980438189	11.1933288574
13	2	1	18	3	131.32338229	23.7471389771
13	2	1	19	1	87.0184626077	-152.299491882
13	2	1	20	4	48.2177698638	120.3452034
13	2	2	21	4	93.2383587443	67.0812110901
13	2	2	22	3	89.016749837	126.327201843
13	2	2	23	1	98.2872484086	-20.9988327026
13	2	2	24	2	86.7836153939	145.9429245
13	2	1	25	2	126.510058792	145.802337646
13	2	1	26	4	92.8431786692	25.197479248
13	2	1	27	1	49.7507235858	138.841510773
13	2	1	28	3	131.029121609	-14.9089355469
13	2	2	29	2	90.0697080121	175.866233826
13	2	2	30	3	89.1902700459	163.462654114
13	2	2	31	1	91.16043262	-6.18225097656
13	2	2	32	4	88.2600653668	147.113868713
13	2	1	33	2	49.7651660157	147.162849426
13	2	1	34	4	89.4475403396	149.790550232
13	2	1	35	1	128.231466954	-103.647705078
13	2	1	36	3	89.8563228915	-144.648048401
13	2	2	37	4	89.5139686277	155.613365173
13	2	2	38	3	90.2081334019	-27.8090286255
13	2	2	39	1	93.0450898705	-3.64611053467
13	2	2	40	2	92.6971029558	9.97491455078
