1,2,1,0.066,-0.953,2.007,152.748,1
1,2,1,0.186,-0.954,2.01,152.778,1
1,2,1,0.306,-0.954,2.013,151.11,1
1,2,1,0.386,-0.946,2.013,146.413,1
1,2,1,0.493,-0.921,2.018,135.354,1
1,2,1,0.6,-0.888,2.032,123.435,1
1,2,1,0.706,-0.859,2.047,113.782,1
1,2,1,0.813,-0.831,2.067,104.963,1
1,2,1,0.933,-0.812,2.093,95.343,1
1,2,1,1.013,-0.798,2.117,84.558,1
1,2,1,1.12,-0.782,2.17,64.576,1
1,2,1,1.226,-0.784,2.223,49.428,1
1,2,1,1.333,-0.791,2.257,43.484,1
1,2,1,1.44,-0.798,2.277,40.74,1
1,2,1,1.546,-0.823,2.27,41.63,1
1,2,1,1.666,-0.828,2.27,40.702,1
1,2,1,1.746,-0.83,2.268,40.681,1
1,2,1,1.853,-0.832,2.262,41.912,1
1,2,1,1.96,-0.831,2.25,43.782,1
1,2,1,2.066,-0.828,2.241,45.876,1
1,2,1,2.173,-0.825,2.237,47.806,1
1,2,1,2.266,-0.824,2.238,48.67,1
1,2,1,2.373,-0.824,2.237,49.203,1
1,2,1,2.48,-0.819,2.23,51.863,1
1,2,1,2.586,-0.815,2.222,54.372,1
1,2,1,2.693,-0.811,2.221,53.637,1
1,2,1,2.8,-0.808,2.231,50.463,1
1,2,1,2.92,-0.807,2.241,50.845,1
1,2,1,3,-0.811,2.236,53.099,1
1,2,1,3.106,-0.811,2.214,64.961,1
1,2,1,3.213,-0.817,2.152,86.231,1
1,2,1,3.32,-0.846,2.079,106.342,1
1,2,1,3.426,-0.88,2.036,117.187,1
1,2,1,3.546,-0.903,2.012,121.772,1
1,2,1,3.626,-0.911,2.006,122.753,1
1,2,1,3.733,-0.911,2.005,122.611,1
1,2,1,3.84,-0.911,2.004,122.363,1
1,2,1,3.946,-0.912,2.004,122.897,1
1,2,1,4.053,-0.912,2.001,123.808,1
1,2,1,4.16,-0.914,2.003,123.313,1
1,2,1,4.253,-0.917,2.007,121.94,1
1,2,1,4.36,-0.912,2.006,120.951,1
1,2,1,4.466,-0.913,2.002,121.105,1
1,2,1,4.573,-0.918,1.997,121.636,1
1,2,1,4.68,-0.924,1.989,122.088,1
1,2,1,4.8,-0.936,1.984,122.349,1
1,2,1,4.88,-0.944,1.98,122.466,1
1,2,1,4.986,-0.957,1.973,122.86,1
1,2,1,5.093,-0.969,1.966,123.99,1
1,2,1,5.2,-0.978,1.962,125.274,1
1,2,1,5.306,-0.983,1.961,125.136,1
1,2,1,5.413,-0.984,1.961,124.446,1
1,2,1,5.506,-0.985,1.964,124.627,1
1,2,1,5.613,-0.99,1.967,124.388,1
1,2,1,5.72,-0.989,1.965,124.584,1
1,2,1,5.826,-0.981,1.957,125.234,1
1,2,1,5.933,-0.967,1.942,125.517,1
1,2,1,6.026,-0.953,1.929,125.812,1
1,2,1,6.133,-0.928,1.905,126.769,1
1,2,1,6.24,-0.901,1.878,127.711,1
1,2,1,6.346,-0.863,1.844,127.472,1
1,2,1,6.453,-0.824,1.81,126.916,1
1,2,1,6.56,-0.794,1.781,127.074,1
1,2,1,6.666,-0.762,1.749,128.697,1
1,2,1,6.76,-0.733,1.713,130.049,1
1,2,1,6.866,-0.707,1.681,129.597,1
1,2,1,6.973,-0.677,1.638,128.37,1
1,2,1,7.08,-0.647,1.586,126.54,1
1,2,1,7.186,-0.618,1.531,124.037,1
1,2,1,7.293,-0.586,1.465,122.048,1
1,2,1,7.386,-0.561,1.414,121.718,1
1,2,1,7.493,-0.529,1.35,121.1,1
1,2,1,7.6,-0.501,1.298,120.111,1
1,2,1,7.706,-0.468,1.25,119.097,1
1,2,1,7.813,-0.43,1.209,118.349,1
1,2,1,7.933,-0.377,1.164,118.408,1
1,2,1,8.013,-0.338,1.136,118.917,1
1,2,1,8.12,-0.278,1.095,120.387,1
1,2,1,8.226,-0.221,1.059,121.84,1
1,2,1,8.333,-0.164,1.029,122.379,1
1,2,1,8.44,-0.116,1.003,122.079,1
1,2,1,8.546,-0.079,0.984,120.712,1
1,2,1,8.64,-0.053,0.968,119.325,1
1,2,1,8.746,-0.023,0.942,117.52,1
1,2,1,8.853,0.005,0.909,116.16,1
1,2,1,8.96,0.032,0.87,115.071,1
1,2,1,9.066,0.063,0.817,113.763,1
1,2,1,9.173,0.098,0.759,112.526,1
1,2,1,9.28,0.129,0.713,111.428,1
1,2,1,9.373,0.163,0.67,110.54,1
1,2,1,9.48,0.193,0.633,110.545,1
1,2,1,9.586,0.22,0.604,111.025,1
1,2,1,9.693,0.252,0.573,112.428,1
1,2,1,9.8,0.288,0.544,114.829,1
1,2,1,9.906,0.327,0.521,117.398,1
1,2,1,10,0.367,0.506,119.062,1
1,2,1,10.106,0.429,0.491,119.146,1
1,2,1,10.213,0.487,0.476,117.525,1
1,2,1,10.32,0.529,0.46,116.771,1
1,2,1,10.426,0.569,0.443,116.02,1
1,2,1,10.533,0.609,0.425,113.789,1
1,2,1,10.64,0.645,0.403,111.36,1
1,2,1,10.733,0.681,0.368,109.965,1
1,2,1,10.84,0.716,0.326,108.325,1
1,2,1,10.946,0.752,0.284,106.41,1
1,2,1,11.053,0.793,0.234,105.724,1
1,2,1,11.16,0.832,0.189,105.526,1
1,2,1,11.266,0.867,0.156,103.843,1
1,2,1,11.373,0.9,0.127,101.96,1
1,2,1,11.466,0.918,0.109,101.936,1
1,2,1,11.573,0.941,0.081,103.345,1
1,2,1,11.68,0.967,0.058,104.702,1
1,2,1,11.786,1,0.036,105.987,1
1,2,1,11.893,1.041,0.017,107.377,1
1,2,1,12,1.087,0.002,108.134,1
1,2,1,12.093,1.146,-0.011,106.958,1
