1,2,1,0.04,1.081,2.222,-159.404,1
1,2,1,0.147,1.081,2.221,-158.769,1
1,2,1,0.253,1.081,2.221,-158.005,1
1,2,1,0.36,1.078,2.222,-157.339,1
1,2,1,0.466,1.072,2.223,-154.722,1
1,2,1,0.573,1.059,2.227,-150.419,1
1,2,1,0.68,1.038,2.235,-144.009,1
1,2,1,0.786,1.018,2.238,-137.341,1
1,2,1,0.893,1.005,2.254,-131.266,1
1,2,1,1,0.99,2.262,-125.951,1
1,2,1,1.093,0.985,2.27,-122.309,1
1,2,1,1.2,0.98,2.277,-119.844,1
1,2,1,1.306,0.976,2.279,-118.559,1
1,2,1,1.413,0.975,2.279,-117.732,1
1,2,1,1.52,0.976,2.278,-117.15,1
1,2,1,1.627,0.981,2.277,-116.716,1
1,2,1,1.733,0.987,2.271,-116.878,1
1,2,1,1.827,0.993,2.265,-117.679,1
1,2,1,1.933,1,2.257,-118.749,1
1,2,1,2.04,1.002,2.25,-119.458,1
1,2,1,2.146,1.005,2.245,-119.907,1
1,2,1,2.253,1.004,2.237,-120.204,1
1,2,1,2.373,0.994,2.228,-121.951,1
1,2,1,2.453,0.99,2.218,-125.243,1
1,2,1,2.56,0.985,2.207,-127.318,1
1,2,1,2.666,0.969,2.202,-127.247,1
1,2,1,2.773,0.946,2.2,-127.137,1
1,2,1,2.88,0.926,2.203,-126.591,1
1,2,1,2.986,0.912,2.205,-126.425,1
1,2,1,3.08,0.902,2.206,-126.43,1
1,2,1,3.186,0.885,2.206,-125.963,1
1,2,1,3.293,0.87,2.2,-125.554,1
1,2,1,3.4,0.856,2.19,-125.39,1
1,2,1,3.506,0.839,2.174,-125.123,1
1,2,1,3.613,0.821,2.152,-124.535,1
1,2,1,3.706,0.801,2.126,-123.694,1
1,2,1,3.813,0.777,2.09,-122.507,1
1,2,1,3.92,0.749,2.044,-121.716,1
1,2,1,4.026,0.724,2.002,-121.207,1
1,2,1,4.133,0.701,1.963,-120.399,1
1,2,1,4.253,0.677,1.931,-119.777,1
1,2,1,4.333,0.657,1.913,-119.247,1
1,2,1,4.44,0.627,1.894,-118.771,1
1,2,1,4.546,0.587,1.874,-118.62,1
1,2,1,4.653,0.54,1.854,-118.869,1
1,2,1,4.76,0.489,1.838,-119.306,1
1,2,1,4.88,0.404,1.818,-118.723,1
1,2,1,4.96,0.355,1.805,-118.088,1
1,2,1,5.066,0.304,1.791,-118.471,1
1,2,1,5.173,0.258,1.775,-118.649,1
1,2,1,5.28,0.216,1.756,-118.833,1
1,2,1,5.386,0.18,1.735,-119.454,1
1,2,1,5.48,0.151,1.716,-119.781,1
1,2,1,5.586,0.114,1.686,-119.873,1
1,2,1,5.693,0.074,1.648,-119.242,1
1,2,1,5.8,0.036,1.608,-118.113,1
1,2,1,5.906,-0.011,1.557,-116.272,1
1,2,1,6.013,-0.057,1.505,-115.233,1
1,2,1,6.133,-0.108,1.453,-114.16,1
1,2,1,6.213,-0.14,1.427,-113.786,1
1,2,1,6.32,-0.185,1.395,-113.86,1
1,2,1,6.426,-0.231,1.367,-114.466,1
1,2,1,6.533,-0.289,1.34,-115.564,1
1,2,1,6.64,-0.354,1.317,-116.756,1
1,2,1,6.746,-0.418,1.295,-117.422,1
1,2,1,6.866,-0.483,1.271,-117.374,1
1,2,1,6.946,-0.525,1.253,-117.433,1
1,2,1,7.053,-0.576,1.228,-117.696,1
1,2,1,7.16,-0.621,1.202,-117.806,1
1,2,1,7.266,-0.668,1.168,-117.801,1
1,2,1,7.373,-0.715,1.127,-117.706,1
1,2,1,7.48,-0.761,1.084,-117.202,1
1,2,1,7.586,-0.812,1.032,-116.215,1
1,2,1,7.68,-0.859,0.982,-115.6,1
1,2,1,7.786,-0.899,0.942,-114.943,1
1,2,1,7.893,-0.94,0.906,-114.556,1
1,2,1,8,-0.979,0.875,-114.599,1
1,2,1,8.106,-1.017,0.851,-114.48,1
1,2,1,8.213,-1.063,0.826,-114.549,1
1,2,1,8.32,-1.116,0.804,-114.985,1
1,2,1,8.426,-1.172,0.785,-115.665,1
1,2,1,8.533,-1.235,0.765,-115.359,1
